-1.203260399768174782e+00	-7.695592083883756596e-01	9.685373205794771678e-01	-1.857810071212663006e-01	-4.997046005435969857e-02	-4.278691191324795334e-02	-1.546229623068827275e+00	2.624929239609153364e-01	-1.633685053086308736e+00	-8.421398665525525740e-01
1.254147481314598966e+00	1.206561393156209583e+00	-5.740387527520637162e-02	-9.654409868766891112e-01	3.888425978113319581e-01	6.614246537553317706e-01	3.722659363850531755e-01	1.088647949376599477e+00	-5.659698614088862767e-01	-3.160503111934924725e-01
-1.237931461658410948e+00	-1.455508710020901653e+00	-2.628680726307386806e+00	-5.495770881084421911e-01	1.247058173146769144e+00	-2.493571465068783688e+00	-1.727399741247521714e+00	1.175968515344716137e+00	7.591799170643974692e-01	1.268309158481748522e-01
6.349080635089758839e-01	1.482951559069013214e+00	-5.148093644957257853e-01	-1.214469306419656114e+00	-3.037829319807709427e-01	-9.766638164768448593e-01	-5.792676369777329803e-01	-1.542372969967225338e-01	1.598386188084896631e+00	-8.312253234092190635e-01
1.024267112985485229e+00	2.449308344292522310e-01	1.269786188811844241e+00	4.296315021193437000e-01	4.892235671044840861e-02	-7.379906944802757662e-01	1.685108238574354322e+00	1.069056297836983999e-01	1.026974421427042372e-01	-1.019477963965181450e-01
9.123528508460861941e-01	-2.032468445239690169e-01	4.871107395319315692e-01	1.820186213944067211e+00	-1.279583491196429224e+00	-1.037800385143662574e+00	-4.026537759104238390e-01	1.160946712799526270e-01	-1.391178142261968897e+00	-5.202001483829082895e-02
1.694706253230785720e+00	1.575044978840986598e+00	3.873162621356664448e-01	-2.500521917858636312e-01	-1.480767699444340391e+00	-2.359003198616710650e-01	-4.751958011169262752e-01	6.878937862090889199e-01	6.586394936972095326e-01	1.357738035433754542e-01
2.196630743003662900e+00	8.145376620379952692e-01	-2.446428580332071431e-02	-4.460683342736634915e-02	-1.131457286182082633e+00	-4.273325793335422396e-01	6.203339465573988187e-01	1.309974994988771124e+00	1.843030495658328549e+00	-1.220658686520460279e+00
8.142440766738571201e-01	-5.041081489868304288e-02	1.253523213017166071e+00	1.122396829780399452e+00	-4.041472669152561537e-01	-7.033609603729655824e-01	6.124361994036896517e-01	2.712459354641075238e-01	-6.773066478785750855e-01	7.890435729590397074e-01
1.496637914122021629e+00	2.309234364818324448e+00	1.541152074405157668e-01	1.174626065534011499e+00	4.598673746414026486e-01	-3.458986776908266059e-01	-1.356297281707433910e+00	1.768535891318676612e+00	1.355425678396577460e+00	-1.326011619313287038e-01
-5.476527028369818639e-01	-7.329194822132097942e-01	2.116787987768489643e+00	-1.458578190512123340e+00	-1.781728019191518797e+00	3.612175604141349972e-01	1.787486611292752769e+00	3.372908488280365602e-01	-1.719864838518714967e+00	-1.503164084514975185e-01
-8.722960614187897921e-01	-1.174985382850470605e+00	8.325433785831179989e-01	7.022233272827563821e-01	-3.714820337556262175e-01	1.504402160134149291e+00	3.792237704227156003e-01	-4.804148721269458910e-01	2.755868171392938382e-01	-8.943399587869823447e-03
1.408306840585659803e+00	5.967923136970069153e-01	4.151064168976506541e-01	-5.674774535985585011e-01	1.630196516373157850e-02	2.001158819614143436e+00	6.703659642289232501e-01	1.385359817236007984e+00	9.742576240560284484e-01	5.008249546203826785e-01
2.186045636316534813e-01	1.155138803010805182e+00	1.065020872441960309e+00	-7.396114465675747152e-01	-1.868691550273790414e+00	-9.530981362800066137e-01	-1.948608633151780178e-01	-1.246289681755695433e+00	2.085282693740630744e-01	1.775913184279336032e-01
-1.007180536791269176e+00	-3.420510662537241675e-01	8.773209867661277972e-01	3.037642871377113293e-02	1.222647633529455158e+00	-1.886128299121986177e-04	-4.871548064302005931e-01	-1.154668274781462500e+00	-4.120550709279823809e-01	2.343905274534900385e-01
-8.032492114118550131e-01	1.667041801325490624e-01	-1.316664377204960878e+00	1.143694034431927742e+00	1.769026248331893258e+00	-9.421122960175429828e-01	3.352106181218775793e-01	2.008369200486040951e-01	-2.213046897811618674e+00	5.977431042472589606e-01
1.563610448089979732e+00	1.139412075196900576e+00	1.454295747728628241e+00	2.540891273398399042e-01	1.671180372797979874e-01	-2.920121426507876761e-01	4.238863699569350718e-01	-7.882762234061909679e-01	-5.791556690660102369e-01	-1.457317553534511312e+00
-9.821539753873035350e-01	-1.019180918941836822e+00	1.177125751882611704e+00	1.466170183849497377e+00	2.421136759479256273e-01	4.023102703869689267e-01	5.747290209157662061e-02	7.578271797775026908e-02	-1.240858135332230994e+00	-4.367478307900466983e-01
-6.697823991223050832e-01	-1.065531065977044500e-01	6.338750159993334909e-01	-7.718630125012022614e-01	-2.127294445831736103e-01	1.122861998943377682e+00	3.273287294388004254e-01	1.748171816031640902e-01	-4.141181713304025180e-01	-3.504631287796170502e-01
-1.221384177372990987e+00	1.121371632257726070e-01	-2.635679275137213784e-01	-3.592116197805151900e-01	1.288019313786346043e+00	-7.184092088834159728e-02	-5.684304044194323779e-01	6.413031527332714310e-01	1.804267312476799168e+00	2.653178185354174712e-01
-1.973629679001126291e+00	1.786966724655121297e-01	-8.475839456417803841e-02	1.049586495496920069e+00	4.597726766349990446e-01	4.963689614334345079e-01	1.252683883106610330e-01	1.187726646908838335e+00	3.319215322105759092e-01	1.205735762630421037e+00
-2.003976013528840028e+00	-1.632598066209911103e+00	7.726022421071552237e-01	-1.389151679199227996e+00	-6.071019817023448617e-01	7.972542523597255792e-01	8.350277614585376318e-01	7.867811866318453751e-01	-1.883018278450286909e-01	-2.760431608661479894e-02
-3.125285449181303132e-02	-7.026695183413047552e-01	9.927316838724413450e-02	8.623914075108431165e-02	1.394996087555915310e+00	1.038482147726803362e+00	2.311149160861641683e+00	-6.674541938887723624e-01	1.801389992959685049e+00	1.485522756035967396e+00
-1.112106113527349560e+00	-2.896126845627688962e-02	7.327119387988063615e-01	-5.074965540296757366e-02	8.376216930148382422e-01	7.835036927460069982e-04	1.533605090024690698e+00	-1.354342324801412589e+00	-1.097030687661746828e+00	-8.515043008074683062e-01
1.346311163657716747e+00	1.904597634565798003e+00	1.383362517147754378e+00	-1.992393025812582708e-01	2.362092198812792421e-01	-5.413575824459964103e-01	1.214930608215064739e-01	-3.283638090945566468e-01	-6.105947331463552619e-01	4.484861653256646402e-03
